event-id,visible,timestamp,location-long,location-lat,gundi:gundi-urn,import-marked-outlier,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
30579320630,true,2022-12-08 00:48:00.000,32.30335,-27.90108,,,"gps","Giraffa giraffa","twiga_ceres_tag.0-3701788.6c0827c0-b495-4c17-aae9-3fd06d752987","GCF00497_5964","Giraffe_ZAF_Ukuwela"
30579320631,true,2022-12-08 06:55:00.000,32.3044,-27.90317,,,"gps","Giraffa giraffa","twiga_ceres_tag.0-3701788.6c0827c0-b495-4c17-aae9-3fd06d752987","GCF00497_5964","Giraffe_ZAF_Ukuwela"
30579320632,true,2022-12-08 19:11:00.000,32.30307,-27.90179,,,"gps","Giraffa giraffa","twiga_ceres_tag.0-3701788.6c0827c0-b495-4c17-aae9-3fd06d752987","GCF00497_5964","Giraffe_ZAF_Ukuwela"
30579320633,true,2022-12-09 01:29:00.000,32.30227,-27.90197,,,"gps","Giraffa giraffa","twiga_ceres_tag.0-3701788.6c0827c0-b495-4c17-aae9-3fd06d752987","GCF00497_5964","Giraffe_ZAF_Ukuwela"
30579320634,true,2022-12-09 07:32:00.000,32.30332,-27.90144,,,"gps","Giraffa giraffa","twiga_ceres_tag.0-3701788.6c0827c0-b495-4c17-aae9-3fd06d752987","GCF00497_5964","Giraffe_ZAF_Ukuwela"
30579320635,true,2022-12-09 13:32:00.000,32.31079,-27.89644,,,"gps","Giraffa giraffa","twiga_ceres_tag.0-3701788.6c0827c0-b495-4c17-aae9-3fd06d752987","GCF00497_5964","Giraffe_ZAF_Ukuwela"
30579320636,true,2022-12-09 19:47:00.000,32.30285,-27.9018,,,"gps","Giraffa giraffa","twiga_ceres_tag.0-3701788.6c0827c0-b495-4c17-aae9-3fd06d752987","GCF00497_5964","Giraffe_ZAF_Ukuwela"
30579320637,true,2022-12-10 01:44:00.000,32.30335,-27.90142,,,"gps","Giraffa giraffa","twiga_ceres_tag.0-3701788.6c0827c0-b495-4c17-aae9-3fd06d752987","GCF00497_5964","Giraffe_ZAF_Ukuwela"
30579320638,true,2022-12-10 08:07:00.000,32.30298,-27.90346,,,"gps","Giraffa giraffa","twiga_ceres_tag.0-3701788.6c0827c0-b495-4c17-aae9-3fd06d752987","GCF00497_5964","Giraffe_ZAF_Ukuwela"
30579320639,true,2022-12-10 14:06:00.000,32.30324,-27.90274,,,"gps","Giraffa giraffa","twiga_ceres_tag.0-3701788.6c0827c0-b495-4c17-aae9-3fd06d752987","GCF00497_5964","Giraffe_ZAF_Ukuwela"
30579320640,true,2022-12-10 20:21:00.000,32.303,-27.90175,,,"gps","Giraffa giraffa","twiga_ceres_tag.0-3701788.6c0827c0-b495-4c17-aae9-3fd06d752987","GCF00497_5964","Giraffe_ZAF_Ukuwela"
30579320641,true,2022-12-11 08:54:00.000,32.30354,-27.90166,,,"gps","Giraffa giraffa","twiga_ceres_tag.0-3701788.6c0827c0-b495-4c17-aae9-3fd06d752987","GCF00497_5964","Giraffe_ZAF_Ukuwela"
30579320642,true,2022-12-11 15:01:00.000,32.3038,-27.90198,,,"gps","Giraffa giraffa","twiga_ceres_tag.0-3701788.6c0827c0-b495-4c17-aae9-3fd06d752987","GCF00497_5964","Giraffe_ZAF_Ukuwela"
30579320643,true,2022-12-11 21:14:00.000,32.3086,-27.89754,,,"gps","Giraffa giraffa","twiga_ceres_tag.0-3701788.6c0827c0-b495-4c17-aae9-3fd06d752987","GCF00497_5964","Giraffe_ZAF_Ukuwela"
30579320644,true,2022-12-12 03:15:00.000,32.30839,-27.89773,,,"gps","Giraffa giraffa","twiga_ceres_tag.0-3701788.6c0827c0-b495-4c17-aae9-3fd06d752987","GCF00497_5964","Giraffe_ZAF_Ukuwela"
30579320645,true,2022-12-12 09:31:00.000,32.30856,-27.89747,,,"gps","Giraffa giraffa","twiga_ceres_tag.0-3701788.6c0827c0-b495-4c17-aae9-3fd06d752987","GCF00497_5964","Giraffe_ZAF_Ukuwela"
30579320646,true,2022-12-12 15:46:00.000,32.30418,-27.90004,,,"gps","Giraffa giraffa","twiga_ceres_tag.0-3701788.6c0827c0-b495-4c17-aae9-3fd06d752987","GCF00497_5964","Giraffe_ZAF_Ukuwela"
30579320647,true,2022-12-12 21:53:00.000,32.30302,-27.90188,,,"gps","Giraffa giraffa","twiga_ceres_tag.0-3701788.6c0827c0-b495-4c17-aae9-3fd06d752987","GCF00497_5964","Giraffe_ZAF_Ukuwela"
30579320648,true,2022-12-13 16:14:00.000,32.30354,-27.90315,,,"gps","Giraffa giraffa","twiga_ceres_tag.0-3701788.6c0827c0-b495-4c17-aae9-3fd06d752987","GCF00497_5964","Giraffe_ZAF_Ukuwela"
